90.812	23.228	159.88	93400	7.6472	477.4
60.648	41.767	208.7	88807	7.5992	469.34
30.164	79.831	4.4654	83284	7.3443	465.87
52.615	67.485	25.324	86640	7.541	461.9
45.533	89.424	39.621	68014	7.0432	456.05
87.294	90.157	3.7772	61981	6.7953	451.95
26.33	90.632	110.34	77662	7.3384	450.52
45.554	13.826	14.507	90313	7.7375	450.57
83.615	10.693	143.73	69223	7.165	447.64
59.331	84.227	70.963	77518	7.3513	446.96
57.547	54.077	36.432	71770	7.1997	447.06
60.351	55.306	145.73	75552	7.377	445.33
83.439	69.721	126.57	79689	7.4154	445.48
83.58	63.671	16.635	76428	7.3191	445.5
65.928	89.436	10.13	72920	7.2377	444.86
22.248	97.053	84.145	73308	7.2575	444.37
14.348	63.021	74.028	69678	7.1515	443.14
94.082	92.103	68.779	78955	7.4304	443.88
78.609	37.109	68.275	70750	7.2083	443.12
3.52	66.904	34.555	67288	7.0923	442.86
59.709	51.036	63.424	83031	7.5913	441.25
72.034	90.826	79.551	82742	7.5951	439.85
59.903	40.309	77.984	78749	7.4628	439
41.679	80.289	36.361	70399	7.182	439.29
65.098	60.828	33.873	66281	7.0299	439.65
54.228	79.936	22.93	67464	7.066	439.58
62.794	76.23	3.8971	68505	7.0136	439.44
86.508	57.712	89.184	80196	7.4947	437.76
65.139	66.17	21.909	73349	7.2103	438.45
90.814	78.777	8.3959	71379	7.208	437.63
86.966	64.951	4.5848	65037	6.9458	438.56
29.542	54.878	56.401	75978	7.3888	436.62
6.6111	75.4	41.176	71173	7.1882	436.59
52.584	76.839	35.677	69811	7.1351	436.05
89.655	68.254	86.9	72926	7.2573	434.61
40.954	96.349	4.2199	60332	6.8352	434.35
84.255	73.373	76.666	70926	7.2852	432.03
13.177	63.541	38.432	69954	7.2147	431.83
7.1822	72.367	13.236	69937	7.1891	431.49
15.333	78.067	219.39	71308	7.2665	429.88
34.421	95.492	85.958	77674	7.5111	430.51
50.644	73.305	12.833	67259	7.1126	430.94
63.309	57.472	10.907	71498	7.2444	431.11
81.723	62.976	184.68	73809	7.3581	429.16
81.566	56.815	145.38	77101	7.5254	428.72
5.8773	75.743	93.61	67665	7.1766	428.25
89.388	50.677	21.95	70890	7.2159	428.69
15.823	76.669	231.72	66104	7.1192	427.51
14.148	76.639	79.228	74101	7.4006	426.65
87.261	69.848	63.757	67071	7.1295	427.12
7.9534	95.467	218.98	66602	7.1928	424.41
22.053	70.168	176.8	76794	7.4972	424.74
35.924	84.644	111.63	70182	7.2284	425.19
17.678	31.288	92.724	60349	6.996	424.04
29.323	96.087	72.162	71953	7.3004	424.28
91.199	71.826	50.701	66373	7.0877	425.46
16.825	73.048	41.332	66043	7.1003	424.71
84.667	39.324	7.8492	63047	7.0228	424.16
66.847	94.702	186.67	71738	7.3218	422.89
83.313	58.215	159.27	73398	7.3722	422.77
90.804	38.031	55.901	70086	7.1952	422.1
55.371	87.323	33.254	76514	7.4144	422.28
29.218	74.074	18.095	78772	7.5064	422.54
57.511	83.239	10.367	68460	7.1886	423.67
81.593	49.188	9.9498	71166	7.2269	422.06
20.758	19.2	6.3159	78815	7.5303	423.78
36.057	19.81	239.22	68890	7.2339	420.91
52.869	39.861	53.105	67481	7.168	421.88
92.33	69.168	14.06	72799	7.3724	420.47
5.7319	93.722	231.43	59099	6.9695	419.47
41.728	58.326	129.24	68211	7.2562	418.86
89.277	54.781	104.37	75474	7.5053	418.54
33.622	73.953	60.766	75554	7.4276	418.58
67.015	47.68	53.831	67335	7.1859	418.58
88.463	68.33	27.913	69120	7.2235	418.67
25.024	83.81	17.95	82936	7.6987	420.06
15.713	96.494	209.36	69938	7.3627	418.28
47.803	41.628	203.99	69419	7.2943	416.57
50.762	44.041	124.61	65147	7.1612	416.71
12.732	82.596	97.296	63871	7.0922	418.03
64.074	20.41	85.159	66282	7.1944	416.91
53.352	81.581	59.87	63092	7.065	417.6
85.67	83.823	33.771	76917	7.5352	416.99
83.964	39.031	32.677	68587	7.1886	416.52
77	64.758	27.954	65435	7.0691	417.98
47.779	57.914	19.215	66087	7.2179	416.64
81.217	81.686	5.9274	66441	7.1102	417.71
17.04	24.034	187.48	74457	7.4475	415.38
69.169	57.693	181.38	67247	7.2366	415.41
87.35	58.878	173.43	67879	7.2174	416.33
36.866	64.758	95.793	78322	7.5314	416.08
51.666	63.206	38.091	65854	7.1041	415.49
7.732	89.291	36.92	57851	6.9068	415.3
70.695	50.711	11.036	67686	7.2264	415.93
8.4085	52.152	161.47	71023	7.3339	413.37
50.809	45.062	101.14	66596	7.1982	413.36
10.665	89.414	62.069	69851	7.2842	413.28
67.048	89.456	33.194	70419	7.31	413.44
6.1532	85.081	25.356	63306	7.1051	413.05
18.15	28.748	8.6336	67575	7.1778	414.43
8.7491	40.364	3.8234	47654	6.4292	414.27
7.551	65.72	240.43	62721	7.1246	411.31
90.604	48.062	178.75	65255	7.1585	412.01
5.9814	33.897	113.89	62824	7.0523	412
22.121	51.978	46.079	65456	7.1379	412.06
25.441	60.902	8.2407	69787	7.2841	411.73
52.918	95.926	219.32	74308	7.4793	409.34
52.662	54.125	198.06	66050	7.219	410.37
73.416	89.836	133.35	60588	7.042	409.95
36.985	55.733	115.96	75079	7.5266	409.46
41.951	7.2276	107.86	65531	7.2182	409.33
10.468	93.706	48.918	62788	7.0981	409.53
47.6	78.311	47.979	62490	7.0688	410.68
73.287	60.679	15.189	70935	7.3838	409.89
47.213	83.308	12.749	65596	7.1424	410.18
55.474	43.897	5.5234	69775	7.2982	410.35
20.609	84.039	4.7693	62125	7.0397	410.68
89.021	41.41	243.45	72025	7.5128	408.83
90.583	66.688	237.5	71755	7.4614	407.22
34.998	21.685	227.41	64158	7.2311	408.88
31.466	32.345	181.74	60470	7.0433	408.08
17.502	57.58	159.49	63435	7.1685	407.67
53.215	59.396	133.92	65618	7.1808	408.04
96.472	49.172	128.87	61739	7.1007	407.92
8.1045	95.001	83.442	65801	7.1751	408.28
41.259	5.8061	81.18	71256	7.3673	408.36
29.371	69.387	72.153	65096	7.1791	407.91
73.767	77.992	54.747	75005	7.543	407.2
88.801	61.699	54.332	63416	7.1093	407.7
36.951	5.773	52.062	64734	7.1502	407.98
79.317	59.093	49.284	63320	7.0987	408.86
30.659	46.172	41.941	64003	7.1662	408.21
64.124	84.058	21.923	69594	7.3159	408.56
81.173	93.648	16.936	62659	7.0908	407.67
33.404	64.482	15.407	63016	7.1011	407.27
94.795	10.571	7.592	64644	7.191	408.51
77.185	67.528	6.7297	63885	7.1186	408.29
69.759	86.708	234.28	58494	6.978	405.48
80.614	55.73	195.62	56755	6.957	406.77
3.0754	89.766	191.77	62247	7.0272	406.24
68.722	38.998	173.73	63803	7.1394	405.76
62.082	70.825	167.78	69246	7.3348	405.85
29.819	79.043	139.35	64555	7.1193	405.35
96.887	38.732	123.87	64216	7.1781	405.43
75.808	26.538	101.56	62740	7.0965	406.98
54.167	72.786	97.947	69132	7.3329	405.38
96.801	19.893	97.18	65231	7.2372	405.44
80.471	86.514	92.526	67065	7.2825	406.5
41.475	83.183	85.756	61246	7.0718	405.41
6.7972	68.819	82.505	71080	7.3915	405.68
61.239	94.449	73.72	65974	7.2338	405.63
20.254	7.5753	66.462	63908	7.1555	406.01
58.561	91.394	60.585	60242	7.0442	406.29
92.7	44.831	32.688	63503	7.1042	405.74
72.934	37.242	32.255	69930	7.327	405.83
15.293	20.477	18.853	64448	7.1431	406.09
8.4139	82.753	10.144	62367	7.0784	406.28
8.3381	92.921	7.1032	64894	7.1394	405.48
53.461	65.402	244.03	62290	7.1598	404.62
26.176	96.019	212.78	71180	7.3901	404.77
58.88	95.193	164.92	76612	7.6303	404.32
