48.85	17.76	5.9456	95496	7.4195	524.26
59.368	7.6624	4.5441	87744	7.2811	502.21
88.084	95.918	36.226	93130	7.5034	491.95
3.8899	85.415	75.799	87819	7.4172	485.97
38.824	8.1161	5.9689	86391	7.3807	484.44
92.054	46.308	141.7	82962	7.3595	481.1
3.8294	75.851	55.336	80210	7.2742	470.49
77.381	97.264	36.913	70770	7.0509	466.86
72.084	92.035	26.939	74134	7.0378	465.78
18.875	71.015	5.7835	82911	7.3388	465.95
65.247	33.681	33.802	90555	7.5926	463.03
49.656	6.8435	5.8403	68280	6.9699	463.53
75.772	32.794	72.603	86701	7.4926	462.17
66.399	86.274	16.485	86258	7.5227	462.02
49.471	39.383	6.0196	79146	7.2852	461.17
56.109	97.484	36.636	67862	6.9523	458.96
82.745	90.029	5.1672	71583	6.9935	459.33
87.08	9.7384	208.81	72174	7.103	457.16
77.535	95.25	71.118	65465	6.8693	457.39
70.932	80.422	6.1605	81886	7.3781	457.38
97.342	63.053	72.317	71711	7.0908	455.46
3.2323	45.49	34.262	72296	7.1228	455.19
70.864	48.634	4.5491	73644	7.0663	454.72
66.258	97.486	36.467	65915	6.9241	453.03
61.107	57.545	123.19	70946	7.0677	451.28
90.501	36.699	101.68	71024	7.2033	449.29
3.599	86.849	34.54	78546	7.3345	450.35
23.108	3.2434	35.139	67210	6.8781	450.52
60.984	92.036	26.343	68445	6.9586	449.67
18.223	40.369	5.5425	79713	7.3317	450.17
3.7389	97.61	36.105	68206	7.0166	447.73
2.7994	56.437	35.045	60903	6.7389	446.84
8.3778	71.208	5.3942	81480	7.4129	446.45
7.3813	40.72	5.1291	72111	7.1545	446.73
97.512	42.289	95.959	59820	6.7909	445.23
77.369	95.926	89.616	69559	7.1066	445.62
67.015	94.303	53.852	70875	7.1167	444.67
82.665	90.367	25.091	70438	7.07	446.11
28.296	8.1605	5.1415	72424	7.1689	445.74
9.136	90.229	64.865	66358	6.993	444.12
81.677	57.077	123.06	66497	6.9708	440.7
97.65	42.427	106.86	68087	7.0774	440.59
66.665	53.45	73.179	66234	7.0339	441.59
45.69	96.822	35.475	65552	7.0098	440.37
59.608	6.4314	25.214	65076	6.8719	440.95
39.159	49.645	24.993	75519	7.2266	441.65
29.342	60.179	24.05	72692	7.1493	441.55
3.7704	97.65	15.774	62311	6.8062	440.61
39.54	81.268	4.962	69417	6.9873	440.84
91.644	4.6772	25.606	65811	7.0165	439.92
49.291	6.4941	24.943	64922	6.8915	439.68
81.29	58.649	23.647	79645	7.4057	438.5
56.362	96.317	15.303	76330	7.3647	440.03
49.563	59.821	4.9162	71346	7.1017	440.23
45.496	63.281	113.96	69881	7.135	437.51
50.962	68.024	103.2	77656	7.3279	436.21
90.716	48.589	101.58	60586	6.8728	437.72
35.374	96.844	35.517	70639	7.1494	436.69
50.107	59.963	23.899	74233	7.1546	437.92
75.653	31.996	111.56	75104	7.3482	435.88
76.428	84.354	53.853	70726	7.1317	435.67
66.909	97.064	16.519	64862	6.9536	435.58
2.9607	56.898	15.11	58528	6.6285	435.2
54.656	11.475	15.596	60711	6.8386	434.33
8.8705	92.541	5.8101	67663	7.0411	434.97
92.022	37.771	4.3489	70352	7.0382	434.66
76.348	33.759	184.3	80438	7.4972	433.47
5.07	87.013	166.82	83333	7.5654	432.75
45.053	73.413	94.839	60087	6.8179	432.6
77.341	83.653	73.166	68021	7.0438	432.49
3.1826	24.341	73.492	64310	6.9374	432.54
3.3298	55.566	55.177	60604	6.8094	433.12
64.95	3.1224	53.248	59473	6.687	433.91
